Step,TrueNoise,ResidualNoise
448,0.29276539,-0.00221023
449,0.30234333,-0.00225387
450,0.31170073,-0.00234355
451,0.32081723,-0.00245305
452,0.32970177,-0.00224800
453,0.33834423,-0.00223228
454,0.34673178,-0.00230998
455,0.35486957,-0.00221069
456,0.36275260,-0.00201122
457,0.37036542,-0.00210833
458,0.37772129,-0.00211052
459,0.38480949,-0.00222146
460,0.39163241,-0.00213345
461,0.39817731,-0.00210331
462,0.40445225,-0.00218274
463,0.41045227,-0.00211847
464,0.41616417,-0.00207926
465,0.42158905,-0.00198917
466,0.42673213,-0.00191960
467,0.43159300,-0.00200508
468,0.43616098,-0.00202377
469,0.44044585,-0.00211774
470,0.44443344,-0.00214486
471,0.44812718,-0.00206573
472,0.45152035,-0.00207672
473,0.45462142,-0.00217284
474,0.45742140,-0.00218869
475,0.45993109,-0.00204999
476,0.46213687,-0.00198540
477,0.46404282,-0.00198506
478,0.46565850,-0.00182680
479,0.46697321,-0.00167492
480,0.46799030,-0.00170778
481,0.46871050,-0.00158554
482,0.46912993,-0.00137647
483,0.46926539,-0.00117273
484,0.46910319,-0.00119790
485,0.46864354,-0.00125166
486,0.46789032,-0.00122658
487,0.46684288,-0.00130374
488,0.46551272,-0.00114391
489,0.46389608,-0.00119554
490,0.46199266,-0.00098971
491,0.45980357,-0.00109842
492,0.45734028,-0.00096593
493,0.45459820,-0.00079479
494,0.45158479,-0.00081759
495,0.44830466,-0.00086401
496,0.44475270,-0.00086422
497,0.44093464,-0.00093713
498,0.43686031,-0.00092975
499,0.43252214,-0.00087397
500,0.42793504,-0.00068899
501,0.42309766,-0.00072196
502,0.41801806,-0.00071345
503,0.41269483,-0.00061752
504,0.40713080,-0.00055392
505,0.40133124,-0.00052060
506,0.39529685,-0.00055338
507,0.38904408,-0.00054899
508,0.38256474,-0.00057279
509,0.37587633,-0.00063969
510,0.36897476,-0.00062762
511,0.36187501,-0.00067421
512,0.35457900,-0.00063896
513,0.34709545,-0.00048167
514,0.33942567,-0.00045644
515,0.33157560,-0.00027178
516,0.32355545,-0.00029692
517,0.31535631,-0.00030578
518,0.30699772,-0.00022803
519,0.29847337,-0.00028022
520,0.28979916,-0.00035499
521,0.28098372,-0.00048255
522,0.27203058,-0.00045843
523,0.26293578,-0.00033333
524,0.25371526,-0.00043525
525,0.24437842,-0.00049499
526,0.23491985,-0.00041924
527,0.22535779,-0.00054541
528,0.21569434,-0.00056229
529,0.20592688,-0.00052923
530,0.19607169,-0.00060530
531,0.18613550,-0.00056910
532,0.17611939,-0.00047021
533,0.16604013,-0.00048827
534,0.15589336,-0.00054802
535,0.14569122,-0.00060169
536,0.13544496,-0.00053022
537,0.12515529,-0.00049267
538,0.11482394,-0.00049834
539,0.10447054,-0.00049238
540,0.09408321,-0.00061960
541,0.08368058,-0.00061946
542,0.07327866,-0.00044001
543,0.06286565,-0.00035627
544,0.05244887,-0.00037207
545,0.04204698,-0.00023070
546,0.03165727,-0.00011105
547,0.02129522,-0.00000805
548,0.01096010,0.00011634
549,0.00066617,0.00002953
550,-0.00959198,-0.00002793
551,-0.01980704,0.00000914
552,-0.02997508,0.00006378
553,-0.04008102,0.00009365
554,-0.05013052,0.00007083
555,-0.06010725,0.00003385
556,-0.07000681,0.00011324
557,-0.07982415,0.00002309
558,-0.08954785,0.00003790
559,-0.09917154,0.00013801
560,-0.10869707,0.00005072
561,-0.11811588,0.00015647
562,-0.12741857,0.00014084
563,-0.13659820,0.00023243
564,-0.14566501,0.00034989
565,-0.15459817,0.00034830
566,-0.16340072,0.00022863
567,-0.17206465,0.00022124
568,-0.18058926,0.00034536
569,-0.18897554,0.00037085
570,-0.19720917,0.00026352
571,-0.20529118,0.00042091
572,-0.21320582,0.00036068
573,-0.22095455,0.00033498
574,-0.22854574,0.00031783
575,-0.23596085,0.00030024
576,-0.24319593,0.00035499
577,-0.25025325,0.00038332
578,-0.25712107,0.00041233
579,-0.26380731,0.00045115
580,-0.27029830,0.00045716
581,-0.27659491,0.00059392
582,-0.28270021,0.00063734
583,-0.28860192,0.00059659
584,-0.29429842,0.00042838
585,-0.29978655,0.00049701
586,-0.30506637,0.00039537
587,-0.31012848,0.00037791
588,-0.31497891,0.00046956
589,-0.31961311,0.00032915
590,-0.32402864,0.00047768
591,-0.32821616,0.00048163
592,-0.33219277,0.00042324
593,-0.33593956,0.00044076
594,-0.33946139,0.00056211
595,-0.34276163,0.00059876
596,-0.34583930,0.00050717
597,-0.34868223,0.00040954
598,-0.35129627,0.00036512
599,-0.35368752,0.00038460
600,-0.35585084,0.00051037
601,-0.35777609,0.00061805
602,-0.35947711,0.00045604
603,-0.36094624,0.00044349
604,-0.36218207,0.00058207
605,-0.36319589,0.00052032
606,-0.36397574,0.00043893
607,-0.36452445,0.00033058
608,-0.36484629,0.00016191
609,-0.36494345,0.00013648
610,-0.36480408,0.00003565
611,-0.36444158,-0.00007662
612,-0.36385649,-0.00023708
613,-0.36305840,-0.00016639
614,-0.36203325,-0.00004038
615,-0.36078473,-0.00013740
616,-0.35931703,-0.00004109
617,-0.35762707,-0.00006885
618,-0.35572487,-0.00001149
619,-0.35362106,0.00004126
620,-0.35130033,-0.00006575
621,-0.34876562,0.00004545
622,-0.34602837,0.00007412
623,-0.34308871,0.00012991
624,-0.33994452,-0.00001240
625,-0.33660776,-0.00003814
626,-0.33307314,-0.00005274
627,-0.32934983,-0.00011328
628,-0.32543186,-0.00016772
629,-0.32132961,-0.00031202
630,-0.31704032,-0.00049123
631,-0.31257708,-0.00044224
632,-0.30793758,-0.00052049
633,-0.30312059,-0.00059735
634,-0.29814196,-0.00055783
635,-0.29299746,-0.00052895
636,-0.28768590,-0.00044813
637,-0.28222111,-0.00045937
638,-0.27659279,-0.00061078
639,-0.27081920,-0.00055017
640,-0.26490530,-0.00048150
641,-0.25885662,-0.00066091
